ID,MSSUBCLASS,MSZONING,LOTFRONTAGE,LOTAREA,STREET,ALLEY,LOTSHAPE,LANDCONTOUR,UTILITIES,LOTCONFIG,LANDSLOPE,NEIGHBORHOOD,CONDITION1,CONDITION2,BLDGTYPE,HOUSESTYLE,OVERALLQUAL,OVERALLCOND,YEARBUILT,YEARREMODADD,ROOFSTYLE,ROOFMATL,EXTERIOR1ST,EXTERIOR2ND,MASVNRTYPE,MASVNRAREA,EXTERQUAL,EXTERCOND,FOUNDATION,BSMTQUAL,BSMTCOND,BSMTEXPOSURE,BSMTFINTYPE1,BSMTFINSF1,BSMTFINTYPE2,BSMTFINSF2,BSMTUNFSF,TOTALBSMTSF,HEATING,HEATINGQC,CENTRALAIR,ELECTRICAL,1STFLRSF,2NDFLRSF,LOWQUALFINSF,GRLIVAREA,BSMTFULLBATH,BSMTHALFBATH,FULLBATH,HALFBATH,BEDROOMABVGR,KITCHENABVGR,KITCHENQUAL,TOTRMSABVGRD,FUNCTIONAL,FIREPLACES,FIREPLACEQU,GARAGETYPE,GARAGEFINISH,GARAGECARS,GARAGEAREA,GARAGEQUAL,GARAGECOND,PAVEDDRIVE,WOODDECKSF,OPENPORCHSF,ENCLOSEDPORCH,3SSNPORCH,SCREENPORCH,FENCE,MISCFEATURE,MISCVAL,MOSOLD,YRSOLD,SALETYPE,SALECONDITION,SALEPRICE,HASGARAGE,HASPOOL
1129,60,RL,59.0,11796.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,2004,2005,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,847.0,847.0,GASA,EX,Y,SBRKR,847.0,1112.0,0.0,1959.0,0,0,2,1,4,1,GD,8,TYP,1,GD,BUILTIN,BUILTIN,2,434.0,BUILTIN,BUILTIN,Y,100.0,48.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,215000,True,False
1130,90,RM,60.0,7200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,DUPLEX,SFOYER,5,5,1980,1980,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,180.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,936.0,TA,0.0,0.0,936.0,GASA,TA,Y,SBRKR,936.0,0.0,0.0,936.0,1,0,1,0,2,1,TA,4,TYP,0,NA,DETCHD,DETCHD,2,672.0,DETCHD,DETCHD,Y,49.0,0.0,0.0,0.0,0.0,NA,NA,0,8,2007,WD,NORMAL,140000,True,False
1131,50,RL,65.0,7804.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SWISU,NORM,NORM,1FAM,1.5FIN,4,3,1928,1950,GABLE,COMPSHG,WDSHING,PLYWOOD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,BLQ,622.0,TA,0.0,500.0,1122.0,GASA,TA,Y,SBRKR,1328.0,653.0,0.0,1981.0,1,0,2,0,4,1,GD,7,MIN2,2,TA,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,431.0,44.0,0.0,0.0,0.0,NA,NA,0,12,2009,WD,NORMAL,135000,True,False
1132,20,RL,63.0,10712.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,5,5,1991,1992,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,PCONC,GD,TA,GD,BLQ,212.0,TA,0.0,762.0,974.0,GASA,TA,Y,SBRKR,974.0,0.0,0.0,974.0,0,0,1,0,3,1,TA,5,TYP,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,28.0,0.0,0.0,0.0,NA,NA,0,9,2007,OTH,ABNORML,93500,False,False
1133,70,RM,90.0,9900.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,6,4,1880,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,1008.0,1008.0,GASW,TA,Y,SBRKR,1178.0,1032.0,0.0,2210.0,0,0,2,0,5,1,FA,8,TYP,0,NA,DETCHD,DETCHD,1,205.0,DETCHD,DETCHD,N,0.0,48.0,0.0,0.0,0.0,NA,NA,0,5,2007,WD,NORMAL,117500,True,False
1134,60,RL,80.0,9828.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,8,5,1995,1995,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,584.0,TA,0.0,544.0,1128.0,GASA,EX,Y,SBRKR,1142.0,878.0,0.0,2020.0,0,0,2,1,3,1,GD,8,TYP,1,TA,ATTCHD,ATTCHD,2,466.0,ATTCHD,ATTCHD,Y,0.0,155.0,0.0,0.0,0.0,NA,NA,0,6,2009,WD,NORMAL,239500,True,False
1135,60,RL,57.0,8773.0,PAVE,NA,IR1,HLS,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,1997,1997,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,916.0,916.0,GASA,GD,Y,SBRKR,916.0,684.0,0.0,1600.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,460.0,ATTCHD,ATTCHD,Y,100.0,38.0,0.0,0.0,0.0,NA,NA,0,8,2007,WD,NORMAL,169000,True,False
1136,30,RM,60.0,6180.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,BRKSIDE,NORM,NORM,1FAM,1STORY,6,5,1926,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,960.0,960.0,GASA,TA,N,SBRKR,986.0,0.0,0.0,986.0,0,0,1,0,2,1,TA,5,TYP,1,GD,DETCHD,DETCHD,1,180.0,DETCHD,DETCHD,Y,0.0,128.0,0.0,0.0,0.0,NA,NA,0,5,2007,WD,NORMAL,102000,True,False
1137,50,RL,80.0,9600.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1.5FIN,6,5,1950,1950,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,280.0,TA,0.0,752.0,1032.0,GASA,TA,Y,FUSEA,1032.0,220.0,0.0,1252.0,0,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,1,288.0,ATTCHD,ATTCHD,Y,0.0,0.0,96.0,0.0,0.0,NA,NA,0,4,2008,WD,ABNORML,119000,True,False
1138,50,RL,54.0,6342.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,FEEDR,NORM,1FAM,1.5FIN,5,8,1875,1996,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,GD,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,780.0,780.0,GASA,GD,N,SBRKR,780.0,240.0,0.0,1020.0,0,0,1,0,2,1,TA,6,TYP,0,NA,NA,NA,0,0.0,NA,NA,N,0.0,0.0,176.0,0.0,0.0,NA,NA,0,5,2010,WD,NORMAL,94000,False,False
1139,20,RL,0.0,9819.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,MOD,MITCHEL,NORM,NORM,1FAM,1STORY,6,5,1977,1977,GABLE,COMPSHG,PLYWOOD,IMSTUCC,None,0.0,TA,TA,PCONC,TA,TA,TA,ALQ,1567.0,TA,0.0,0.0,1567.0,GASA,TA,Y,SBRKR,1567.0,0.0,0.0,1567.0,1,0,2,0,2,1,GD,5,TYP,2,TA,ATTCHD,ATTCHD,2,714.0,ATTCHD,ATTCHD,Y,264.0,32.0,0.0,0.0,0.0,NA,NA,0,5,2009,WD,NORMAL,196000,True,False
1140,30,RL,98.0,8731.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1STORY,5,5,1920,1950,GABLE,COMPSHG,STUCCO,STUCCO,None,0.0,TA,FA,BRKTIL,TA,TA,TA,BLQ,645.0,TA,0.0,270.0,915.0,GASA,TA,Y,SBRKR,1167.0,0.0,0.0,1167.0,0,0,1,0,3,1,TA,6,MAJ1,1,GD,DETCHD,DETCHD,2,495.0,DETCHD,DETCHD,Y,0.0,0.0,216.0,0.0,126.0,NA,NA,0,5,2007,WD,NORMAL,144000,True,False
1141,20,RL,60.0,7350.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1951,1951,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,852.0,TA,0.0,100.0,952.0,GASA,TA,Y,SBRKR,952.0,0.0,0.0,952.0,1,0,1,0,2,1,TA,4,TYP,0,NA,DETCHD,DETCHD,2,840.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2008,COD,ABNORML,139000,True,False
1142,60,RL,0.0,10304.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,NWAMES,POSN,NORM,1FAM,2STORY,5,7,1976,1976,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,44.0,TA,GD,CBLOCK,TA,TA,TA,ALQ,381.0,TA,0.0,399.0,780.0,GASA,EX,Y,SBRKR,1088.0,780.0,0.0,1868.0,1,0,2,1,4,1,GD,9,TYP,1,TA,ATTCHD,ATTCHD,2,484.0,ATTCHD,ATTCHD,Y,448.0,96.0,0.0,0.0,0.0,NA,NA,0,10,2009,WD,NORMAL,197500,True,False
1143,60,RL,77.0,9965.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,8,5,2006,2007,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,340.0,GD,TA,PCONC,EX,TA,EX,GLQ,1150.0,TA,0.0,316.0,1466.0,GASA,EX,Y,SBRKR,1466.0,1362.0,0.0,2828.0,1,0,3,0,4,1,GD,11,TYP,1,TA,BUILTIN,BUILTIN,3,1052.0,BUILTIN,BUILTIN,Y,125.0,144.0,0.0,0.0,0.0,NA,NA,0,4,2007,NEW,PARTIAL,424870,True,False
1144,20,RL,0.0,9000.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,3,1959,1959,GABLE,COMPSHG,WD SDNG,PLYWOOD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,GLQ,288.0,TA,0.0,718.0,1006.0,GASA,TA,Y,SBRKR,1006.0,0.0,0.0,1006.0,0,0,1,0,3,1,TA,5,TYP,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,24.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,80000,False,False
1145,190,RL,60.0,12180.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,2FMCON,1.5FIN,4,4,1941,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,FA,BRKTIL,GD,TA,GD,BLQ,348.0,TA,0.0,324.0,672.0,GRAV,FA,N,FUSEA,672.0,252.0,0.0,924.0,1,0,1,0,2,1,FA,5,TYP,0,NA,DETCHD,DETCHD,1,280.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2010,WD,NORMAL,80000,True,False
1146,50,RM,52.0,6240.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,5,6,1928,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,1042.0,1042.0,GASA,EX,Y,SBRKR,1042.0,534.0,0.0,1576.0,0,0,1,0,3,1,TA,8,TYP,1,GD,DETCHD,DETCHD,1,225.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,8,2006,WD,FAMILY,149000,True,False
1147,20,RL,0.0,11200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,6,5,1985,1985,GABLE,COMPSHG,WD SDNG,WD SHNG,BRKFACE,85.0,GD,TA,CBLOCK,GD,TA,GD,GLQ,1258.0,TA,0.0,40.0,1298.0,GASA,TA,Y,SBRKR,1298.0,0.0,0.0,1298.0,1,0,2,0,3,1,GD,5,TYP,1,TA,ATTCHD,ATTCHD,2,403.0,ATTCHD,ATTCHD,Y,165.0,26.0,0.0,0.0,0.0,NA,NA,0,5,2006,WD,NORMAL,180000,True,False
1148,70,RL,75.0,12000.0,PAVE,NA,REG,BNK,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,2STORY,7,7,1941,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,REC,275.0,TA,0.0,429.0,704.0,GASA,EX,Y,SBRKR,860.0,704.0,0.0,1564.0,0,0,1,1,3,1,FA,7,TYP,1,GD,ATTCHD,ATTCHD,1,234.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,174500,True,False
1149,50,RM,0.0,5700.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,7,7,1926,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,PCONC,TA,TA,TA,UNF,0.0,TA,0.0,572.0,572.0,GASA,TA,Y,SBRKR,572.0,539.0,0.0,1111.0,0,0,1,0,2,1,TA,5,TYP,1,GD,DETCHD,DETCHD,1,288.0,DETCHD,DETCHD,Y,0.0,0.0,176.0,0.0,0.0,NA,NA,0,8,2008,WD,NORMAL,116900,True,False
1150,70,RM,50.0,9000.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,ARTERY,NORM,1FAM,2STORY,7,9,1920,1988,HIP,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,GD,PCONC,TA,TA,TA,ALQ,624.0,TA,0.0,26.0,650.0,GASA,EX,Y,SBRKR,832.0,650.0,0.0,1482.0,0,1,1,0,3,1,TA,7,TYP,0,NA,DETCHD,DETCHD,2,324.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,143000,True,False
1151,20,RL,57.0,8280.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1950,1950,GABLE,COMPSHG,BRKFACE,BRKFACE,None,0.0,TA,TA,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,932.0,932.0,GASA,EX,Y,FUSEA,932.0,0.0,0.0,932.0,0,0,1,0,2,1,GD,4,TYP,1,GD,ATTCHD,ATTCHD,1,306.0,ATTCHD,ATTCHD,Y,0.0,0.0,214.0,0.0,0.0,NA,NA,0,11,2007,WD,NORMAL,124000,True,False
1152,20,RL,134.0,17755.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,5,4,1959,1959,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,132.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,176.0,TA,0.0,1290.0,1466.0,GASA,TA,Y,SBRKR,1466.0,0.0,0.0,1466.0,0,0,1,1,3,1,FA,6,TYP,2,GD,ATTCHD,ATTCHD,2,528.0,ATTCHD,ATTCHD,Y,0.0,140.0,0.0,0.0,100.0,NA,NA,0,11,2006,WD,NORMAL,149900,True,False
1153,20,RL,90.0,14115.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,1STORY,6,7,1956,2004,GABLE,COMPSHG,STONE,STONE,None,0.0,TA,TA,PCONC,TA,TA,TA,ALQ,296.0,TA,547.0,230.0,1073.0,GASA,EX,Y,SBRKR,1811.0,0.0,0.0,1811.0,0,0,1,0,2,1,EX,6,TYP,1,GD,ATTCHD,ATTCHD,2,470.0,ATTCHD,ATTCHD,Y,0.0,0.0,280.0,0.0,0.0,NA,NA,0,7,2006,WD,ABNORML,230000,True,False
1154,30,RM,0.0,5890.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,IDOTRR,NORM,NORM,1FAM,1STORY,6,8,1930,2007,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,GD,GD,BRKTIL,TA,TA,TA,ALQ,538.0,TA,0.0,278.0,816.0,GASA,EX,Y,SBRKR,816.0,0.0,0.0,816.0,0,0,1,0,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,1,432.0,DETCHD,DETCHD,Y,0.0,0.0,96.0,0.0,0.0,NA,NA,0,6,2008,WD,NORMAL,120500,True,False
1155,60,RL,0.0,13700.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,2STORY,7,6,1965,1988,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,288.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,454.0,TA,0.0,410.0,864.0,GASA,TA,Y,SBRKR,902.0,918.0,0.0,1820.0,0,0,1,2,4,1,GD,8,TYP,2,GD,ATTCHD,ATTCHD,2,492.0,ATTCHD,ATTCHD,Y,60.0,84.0,0.0,0.0,273.0,NA,NA,0,5,2008,WD,NORMAL,201800,True,False
1156,20,RL,90.0,10768.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,VEENKER,NORM,NORM,1FAM,1STORY,5,8,1976,2004,GABLE,COMPSHG,PLYWOOD,PLYWOOD,None,0.0,GD,GD,CBLOCK,GD,TA,GD,ALQ,1157.0,TA,0.0,280.0,1437.0,GASA,TA,Y,SBRKR,1437.0,0.0,0.0,1437.0,1,0,2,0,3,1,GD,6,TYP,1,FA,ATTCHD,ATTCHD,2,528.0,ATTCHD,ATTCHD,Y,0.0,21.0,0.0,0.0,180.0,NA,NA,0,7,2007,WD,NORMAL,218000,True,False
1157,80,RL,85.0,9350.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,SLVL,5,8,1965,1999,GABLE,COMPSHG,BRKFACE,BRKFACE,None,0.0,TA,GD,PCONC,TA,TA,TA,ALQ,633.0,TA,0.0,586.0,1219.0,GASA,GD,Y,SBRKR,1265.0,0.0,0.0,1265.0,0,1,2,0,3,1,GD,6,TYP,1,GD,ATTCHD,ATTCHD,2,502.0,ATTCHD,ATTCHD,Y,0.0,92.0,0.0,96.0,0.0,NA,NA,0,10,2008,WD,NORMAL,179900,True,False
1158,120,RL,34.0,5001.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,TWNHS,1STORY,7,5,2007,2008,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,166.0,GD,TA,PCONC,GD,TA,GD,GLQ,904.0,TA,0.0,410.0,1314.0,GASA,EX,Y,SBRKR,1314.0,0.0,0.0,1314.0,1,0,2,0,2,1,GD,6,TYP,1,GD,ATTCHD,ATTCHD,2,626.0,ATTCHD,ATTCHD,Y,172.0,62.0,0.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,230000,True,False
1159,20,RL,92.0,11932.0,PAVE,NA,REG,LVL,ALLPUB,FR2,GTL,SOMERST,FEEDR,NORM,1FAM,1STORY,8,5,2007,2008,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,186.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1580.0,1580.0,GASA,EX,Y,SBRKR,1580.0,0.0,0.0,1580.0,0,0,2,0,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,3,830.0,ATTCHD,ATTCHD,Y,0.0,24.0,0.0,0.0,0.0,NA,NA,0,6,2008,CONLD,PARTIAL,235128,True,False
1160,60,RL,76.0,9120.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,NORM,NORM,1FAM,2STORY,6,6,1974,1974,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,270.0,GD,TA,CBLOCK,TA,TA,TA,ALQ,442.0,TA,0.0,459.0,901.0,GASA,TA,Y,SBRKR,943.0,933.0,0.0,1876.0,0,0,2,1,4,1,GD,8,TYP,1,TA,ATTCHD,ATTCHD,2,540.0,ATTCHD,ATTCHD,Y,0.0,69.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,185000,True,False
1161,160,RL,24.0,2280.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NPKVILL,NORM,NORM,TWNHS,2STORY,6,5,1978,1978,GABLE,COMPSHG,PLYWOOD,BRK CMN,None,0.0,TA,TA,CBLOCK,GD,TA,GD,ALQ,311.0,TA,0.0,544.0,855.0,GASA,FA,Y,SBRKR,855.0,601.0,0.0,1456.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,440.0,ATTCHD,ATTCHD,Y,26.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2010,WD,NORMAL,146000,True,False
1162,20,RL,0.0,14778.0,PAVE,NA,IR1,LOW,ALLPUB,CULDSAC,GTL,CRAWFOR,POSN,NORM,1FAM,1STORY,6,7,1954,2006,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,72.0,GD,TA,CBLOCK,TA,TA,TA,BLQ,728.0,TA,0.0,568.0,1296.0,GASA,EX,Y,SBRKR,1640.0,0.0,0.0,1640.0,1,0,1,0,3,1,GD,7,TYP,1,GD,DETCHD,DETCHD,2,924.0,DETCHD,DETCHD,Y,108.0,0.0,0.0,216.0,0.0,NA,NA,0,11,2008,WD,NORMAL,224000,True,False
1163,20,RL,109.0,8724.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,5,1968,1968,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,BLQ,492.0,TA,0.0,402.0,894.0,GASA,GD,Y,SBRKR,894.0,0.0,0.0,894.0,0,0,1,0,3,1,TA,5,TYP,1,PO,ATTCHD,ATTCHD,2,450.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2007,WD,NORMAL,129000,True,False
1164,90,RL,60.0,12900.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,FEEDR,NORM,DUPLEX,SFOYER,4,4,1969,1969,GABLE,COMPSHG,PLYWOOD,PLYWOOD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,1198.0,TA,0.0,0.0,1198.0,GASA,TA,Y,SBRKR,1258.0,0.0,0.0,1258.0,2,0,0,2,0,2,TA,6,TYP,0,NA,CARPORT,CARPORT,2,400.0,CARPORT,CARPORT,Y,120.0,0.0,0.0,0.0,0.0,NA,NA,0,1,2008,WD,ALLOCA,108959,True,False
1165,80,RL,0.0,16157.0,PAVE,NA,IR1,LVL,ALLPUB,FR2,GTL,VEENKER,FEEDR,NORM,1FAM,SLVL,5,7,1978,1978,GABLE,COMPSHG,PLYWOOD,PLYWOOD,None,0.0,TA,TA,PCONC,GD,TA,GD,ALQ,680.0,TA,391.0,289.0,1360.0,GASA,EX,Y,SBRKR,1432.0,0.0,0.0,1432.0,1,0,1,1,2,1,GD,5,TYP,1,TA,ATTCHD,ATTCHD,2,588.0,ATTCHD,ATTCHD,Y,168.0,180.0,0.0,0.0,0.0,NA,NA,0,6,2007,WD,NORMAL,194000,True,False
1166,20,RL,79.0,9541.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,1STORY,7,5,2009,2009,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,268.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1502.0,1502.0,GASA,EX,Y,SBRKR,1502.0,0.0,0.0,1502.0,0,0,2,0,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,2,644.0,ATTCHD,ATTCHD,Y,0.0,114.0,0.0,0.0,0.0,NA,NA,0,9,2009,NEW,PARTIAL,233170,True,False
1167,20,RL,64.0,10475.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,8,5,2008,2008,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,72.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1694.0,1694.0,GASA,EX,Y,SBRKR,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,3,776.0,ATTCHD,ATTCHD,Y,160.0,33.0,0.0,0.0,0.0,NA,NA,0,2,2010,WD,NORMAL,245350,True,False
1168,60,RL,58.0,10852.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,RRAN,NORM,1FAM,2STORY,6,5,2000,2000,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,GLQ,786.0,TA,0.0,173.0,959.0,GASA,EX,Y,SBRKR,959.0,712.0,0.0,1671.0,1,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,472.0,ATTCHD,ATTCHD,Y,0.0,38.0,0.0,0.0,0.0,NA,NA,0,2,2006,WD,NORMAL,173000,True,False
1169,70,RL,120.0,13728.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,2STORY,6,7,1935,1986,HIP,COMPSHG,STUCCO,STUCCO,None,0.0,TA,TA,CBLOCK,TA,TA,TA,REC,626.0,TA,0.0,501.0,1127.0,GASA,EX,Y,SBRKR,1236.0,872.0,0.0,2108.0,0,0,2,0,4,1,GD,7,TYP,2,TA,BASMENT,BASMENT,2,540.0,BASMENT,BASMENT,Y,0.0,0.0,0.0,0.0,90.0,NA,NA,0,7,2008,WD,NORMAL,235000,True,False
1170,60,RL,118.0,35760.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,10,5,1995,1996,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,1378.0,GD,GD,PCONC,EX,TA,EX,GLQ,1387.0,TA,0.0,543.0,1930.0,GASA,EX,Y,SBRKR,1831.0,1796.0,0.0,3627.0,1,0,3,1,4,1,GD,10,TYP,1,TA,ATTCHD,ATTCHD,3,807.0,ATTCHD,ATTCHD,Y,361.0,76.0,0.0,0.0,0.0,NA,NA,0,7,2006,WD,NORMAL,625000,True,False
1171,80,RL,76.0,9880.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,MITCHEL,NORM,NORM,1FAM,SLVL,6,6,1977,1977,GABLE,COMPSHG,PLYWOOD,PLYWOOD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,522.0,TA,0.0,574.0,1096.0,GASA,TA,Y,SBRKR,1118.0,0.0,0.0,1118.0,1,0,1,0,3,1,TA,6,TYP,1,PO,ATTCHD,ATTCHD,1,358.0,ATTCHD,ATTCHD,Y,203.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,171000,True,True
